ts,pair,event,regime,price,entry,qty,pnl_usdt,pnl_total,cadence,reason
2026-07-22T07:42:02Z,XRPUSDT,BUY,WATCH,1.12920000,1.12920000,15.05490613,0.0000,0.0000,2.95,watch_dd24=3.0
2026-07-22T07:42:02Z,XRPUSDT,BAG_HOLD,WATCH,1.12920000,1.12920000,2.65674814,0.0000,0.0000,2.95,reserve_15pct_manual
2026-07-22T07:42:02Z,ONDOUSDT,BUY,COOLING,0.40091000,0.40091000,42.40353196,0.0000,0.0000,5.56,cooling_dd=2.5>=2.5
2026-07-22T07:42:02Z,ONDOUSDT,BAG_HOLD,COOLING,0.40091000,0.40091000,7.48297623,0.0000,0.0000,5.56,reserve_15pct_manual
2026-07-22T07:42:03Z,XLMUSDT,BUY,WATCH,0.18820000,0.18820000,90.32943677,0.0000,0.0000,4.41,watch_dd24=4.1
2026-07-22T07:42:03Z,XLMUSDT,BAG_HOLD,WATCH,0.18820000,0.18820000,15.94048884,0.0000,0.0000,4.41,reserve_15pct_manual
2026-07-22T07:42:03Z,SEIUSDT,BUY,WATCH,0.04597000,0.04597000,369.80639548,0.0000,0.0000,3.91,watch_dd24=3.8
2026-07-22T07:42:03Z,SEIUSDT,BAG_HOLD,WATCH,0.04597000,0.04597000,65.25995214,0.0000,0.0000,3.91,reserve_15pct_manual
2026-07-22T07:42:04Z,QAITUSDT,BUY,IMPULSE,0.00789200,0.00789200,2534.21186011,0.0000,0.0000,4.36,impulse_pullback_dd6=8.7 m6=26.2
